ID,SKU,Quantity,Price,Total,Profit,Margin
540.0,LAIT CONCENTRE´ PURISIMA 170GR ,5,45.27,50.0,4.73,0.0
542.0,FARINE PATSSIERE AMGALITA 2Kg,6,69.96,90.0,20.04,0.0
543.0,FARINE PATISSIERE AMGALITA 5KG ,5,116.19,140.0,23.81,0.0
544.0,FARINE PATISSIERE 10Kg AMGALITA,2,91.58,110.0,18.42,0.0
545.0,THE SULTANE BAROUD 100g,2,13.2,20.0,6.8,0.0
546.0,CAT´S WAY ALE VIRA 5LT,2,56.0,70.0,14.0,0.0
547.0,CAT´S WAY MARSEILLE SOAP 5LT,2,56.0,70.0,14.0,0.0
548.0,AMEERAT AL ARAB PAKHEFAN ,2,238.0,360.0,122.0,0.0
550.0,OUD MOOD PAKHEFANE ,2,220.0,320.0,100.0,0.0
557.0,GARNIER COLOR 7.3,1,30.0,35.0,5.0,0.0
561.0,KOLESTON COLOR 7/0,1,43.0,50.0,7.0,0.0
562.0,KOLESTON COLOR 4/0,1,43.0,50.0,7.0,0.0
563.0,KOLESTON COLOR 7/1,1,43.0,50.0,7.0,0.0
568.0,PRINTEMPS WELA CHASI ,1,1.1,1.5,0.4,0.0
569.0,Madonna Citron 70ml ,4,16.0,20.0,4.0,0.0
570.0,Madonna vitamine E ,4,16.0,20.0,4.0,0.0
576.0,Daylong extreme,2,330.0,420.0,90.0,0.0
582.0,CeraVe Cream Baume tip,2,157.0,210.0,53.0,0.0
584.0,IKERONE ANTHELIOS TANNETI 50ml,0,0.0,0.0,0.0,0.0
591.0,KOTON TIGE 250,2,18.0,24.0,6.0,0.0
592.0,KOTTON BUDS 100,1,4.0,6.0,2.0,0.0
593.0,KIREDONE GERONNE,1,4.0,6.0,2.0,0.0
595.0,Camomilla BLU ROSE 300ML,2,139.0,170.0,31.0,0.0
598.0,ME9ESE DEFARE 808,2,14.0,20.0,6.0,0.0
599.0,ME9SE DEFAR KEBIRE ,1,2.5,6.0,3.5,0.0
600.0,BONJE HEKANE ,2,16.0,24.0,8.0,0.0
601.0,ME9ESE DEFARE SAM´S ,1,9.5,13.0,3.5,0.0
602.0,KISE DE GOMMAGE ,2,14.0,30.0,16.0,0.0
603.0,CHEBKA LE HEMAME,6,24.0,48.0,24.0,0.0
606.0,DICORA GEL EXTREM ,1,13.0,18.0,5.0,0.0
608.0,ANIANE GEL XXL SIZE ,1,14.0,20.0,6.0,0.0
609.0,GIORGI GEL MAXI,3,48.0,60.0,12.0,0.0
610.0,Madonna Cire froide ,3,49.5,60.0,10.5,0.0
611.0,Dettol  COOL 70g ,5,20.0,30.0,10.0,0.0
612.0,Dettol ORIGINAL 70g,6,24.0,36.0,12.0,0.0
613.0,SABONE MARSILLEA FRANCE ,3,52.5,66.0,13.5,0.0
614.0, VASELINE 3ADIYA  ROSE ,1,6.5,9.0,2.5,0.0
615.0,VASELINE 3ADIYA ,1,6.5,9.0,2.5,0.0
617.0,NANSY SEBARA BELLON ,1,4.17,9.0,4.83,0.0
618.0,NANSY SEBRA ROSE,2,8.33,18.0,9.67,0.0
624.0,LASIRE KARETOUCHA ,2,16.0,24.0,8.0,0.0
625.0,Vaseline original 100ml ,3,36.0,45.0,9.0,0.0
632.0,LÓREAL DEYODRONE 150ml,1,22.0,25.0,3.0,0.0
634.0,CHICHEWARE FABA,1,90.0,180.0,90.0,0.0
644.0,MASEK GARNIER 390ml,1,64.5,75.0,10.5,0.0
645.0,MASEKE GARNIER COCO 390ml,2,129.0,160.0,31.0,0.0
648.0,GARNIER ULTRA DOUX  TRESORS DE MIEL 200ml,2,66.0,90.0,24.0,0.0
650.0,STIK MENNEN PUR CONTROL,2,60.0,70.0,10.0,0.0
655.0,PANTENE PRO-V GOODBYE,1,29.0,35.0,6.0,0.0
656.0,PANTENE PRO-V HAIR,1,29.0,35.0,6.0,0.0
658.0,PANTENE PRO-V MILKY DAMAGE,1,29.0,35.0,6.0,0.0
660.0,FAIRY 42 CAPSULES,3,231.0,270.0,39.0,0.0
661.0,SHAMPOO ARGAN ELIXIR,3,84.0,99.0,15.0,0.0
662.0,GEL DOUCH USHUAIA LAITde RIZ,1,19.0,25.0,6.0,0.0
665.0,ROYAL HENNA BROWN,0,0.0,0.0,0.0,0.0
666.0,ROYAL HENNA BLAK,4,9.66,12.0,2.34,0.0
667.0,PAKE GILLETTE VENUS BASIC ,3,60.0,84.0,24.0,0.0
669.0,SETIKE DOVE SENSITIVE 9ENBOLA ,1,15.5,20.0,4.5,0.0
670.0,SETIK DOVE ORIGINAL 9ENBOLA,1,15.5,20.0,4.5,0.0
671.0,SETIKE DOVE CLEAN COMFORT 9ENEBOLA,1,15.5,20.0,4.5,0.0
672.0,PAKE GILLETTE BLUE 3,2,70.0,90.0,20.0,0.0
673.0,ALUMINUM FOIL 300,2,172.0,240.0,68.0,0.0
674.0,MOBID Raid ,6,81.0,108.0,27.0,0.0
675.0,MATON MOBID KEBIRE ,1,25.0,35.0,10.0,0.0
677.0,Baygon gerone ,2,60.0,90.0,30.0,0.0
678.0,Baygon potit ,2,47.0,66.0,19.0,0.0
679.0,BOLA WENOVA ,6,42.0,60.0,18.0,0.0
680.0,BOLA LID PALEP,8,36.0,56.0,20.0,0.0
681.0,Crest  WITH CHARCOAL ,8,208.0,264.0,56.0,0.0
682.0,Crest DELUXE ,2,48.0,60.0,12.0,0.0
683.0,Crest 3D WHITE ,1,18.5,24.0,5.5,0.0
684.0,Crest  complet ,3,55.5,72.0,16.5,0.0
685.0,SHAMPOOING DOP ALAMAND,1,23.0,28.0,5.0,0.0
0.0,SHAMPOOING DOP CITRON,1,23.0,28.0,5.0,0.0
687.0,GEL DOUCH TAHITI COCO,2,31.0,40.0,9.0,0.0
691.0,GEL DÜOCH TAHITI PARESSR,1,15.5,20.0,4.5,0.0
697.0,BROSA DOUBLE ACTIÖN,4,20.0,32.0,12.0,0.0
698.0,BRÖSSA CLASSIC DEEP CLEAN,4,15.2,32.0,16.8,0.0
699.0,BROSSA DOUBLE ACTIÖN,4,24.0,72.0,48.0,0.0
700.0,BRÖSSA ZIG ZAG,2,22.0,40.0,18.0,0.0
704.0,GEL DOÜCH COTTAGE VANILLE,1,26.0,35.0,9.0,0.0
707.0,GEL DOÜCH COTTAGE CARAMEL,1,26.0,35.0,9.0,0.0
712.0,COLONIA NENUCO 600ML,4,120.0,140.0,20.0,0.0
713.0,COLONIA HENO PRAVIA,1,32.0,38.0,6.0,0.0
714.0,COLONIA S3,1,31.0,38.0,7.0,0.0
716.0,COLONIA NATURAL HOEY FRESCOR,1,32.0,38.0,6.0,0.0
717.0,COLONIA TULIPAN CITRUS GREEN,2,56.0,70.0,14.0,0.0
719.0,COLONIA TOLIPAN FRESA Y NATA,4,112.0,140.0,28.0,0.0
720.0,MAGNO BLACK,2,54.0,66.0,12.0,0.0
722.0,MAGNO CALASSIC,4,108.0,132.0,24.0,0.0
724.0,GEL DOÜCH TOLIPEN CANDY FANTASY,1,17.5,25.0,7.5,0.0
727.0,GEL DOÜCH TULIPAN OZONO PROTECT,3,52.5,75.0,22.5,0.0
728.0,GEL DUOCH TOLIPAN  NUBE DE ALGODEN,2,35.0,50.0,15.0,0.0
731.0,BARIKA CHALIMO,2,24.0,40.0,16.0,0.0
732.0,CIF CUISINE sallede bein,2,48.0,70.0,22.0,0.0
735.0,ULTRA DOUX HUILES GUERISSEUSES,2,60.0,70.0,10.0,0.0
736.0,ULTRA DOUX AVOCAT 400ML,5,150.0,175.0,25.0,0.0
738.0,ULTRA DOUX DE MIEL 400ML,3,90.0,105.0,15.0,0.0
739.0,ULTRA DOUX CHARBON 200ML,1,19.5,24.0,4.5,0.0
740.0,ULTRA DOUX LAIT D  AMANDE 200ML,2,39.0,48.0,9.0,0.0
743.0,ULTRA DOUX AVOCAT 200ML,6,117.0,144.0,27.0,0.0
744.0,ULTRA DOUX ENFANTS 200ML,2,39.0,48.0,9.0,0.0
745.0,CHAMPON TRESEMME KERATIN 700ML,3,90.0,120.0,30.0,0.0
746.0,CHAMPO TRESEMME BOTANIOUE 700ML,1,30.0,40.0,10.0,0.0
747.0,CHAMPO TRESENME BIÖTIN 700ml,2,60.0,80.0,20.0,0.0
748.0,papier cuisson 12M,7,101.5,140.0,38.5,0.0
749.0,BARUSSA ORAL B BALCK,6,96.0,150.0,54.0,0.0
750.0,BARUOSSA ORAL B 2P,1,21.0,35.0,14.0,0.0
751.0,CHAMPO JONSOSSN300ML,4,58.0,72.0,14.0,0.0
752.0,CHAMPO JONSONS 100ML,4,40.0,52.0,12.0,0.0
753.0,champo hs mentHOL FRESH 400ML,1,32.5,40.0,7.5,0.0
754.0,CHAMPO hs nutre cuida 400ml,1,32.5,40.0,7.5,0.0
755.0,chMPO hs calssic 400ml,1,32.5,40.0,7.5,0.0
757.0,champo pantene super 360m,1,27.0,35.0,8.0,0.0
758.0,champo pantene RiZos 360l,3,81.0,105.0,24.0,0.0
759.0,champo sunsilk 350ml,1,21.0,28.0,7.0,0.0
760.0,CLEAR  FRESH 360 ML,2,42.0,50.0,8.0,0.0
762.0,CLEAR CLEANSE 360 ML,2,42.0,50.0,8.0,0.0
763.0,CLEAR EXPRESS 360 ML,1,21.0,25.0,4.0,0.0
764.0,CLEAR CLEANSE 180 ML,2,33.0,40.0,7.0,0.0
0.0,head shoulders DAMANDE 200ML,2,38.0,46.0,8.0,0.0
765.0,head shoulders SOYEUX200 ML,2,38.0,46.0,8.0,0.0
766.0,head shoulders menthol 200 ml,1,19.0,23.0,4.0,0.0
767.0,champo pantene 200ml,2,34.0,40.0,6.0,0.0
768.0,champo pantene 200ml,2,34.0,40.0,6.0,0.0
769.0,champo pantene 90ml,5,42.5,50.0,7.5,0.0
770.0,head choulders 90ml,5,52.5,65.0,12.5,0.0
771.0,head chozlders 90ml,2,21.0,26.0,5.0,0.0
772.0,head choulders 90ml,1,10.5,13.0,2.5,0.0
773.0,PRET PLUS ANTI-PELLICULAIRE  380 ml,2,37.0,46.0,9.0,0.0
774.0,PRET PLUS SONS QUOTIDIENS 380 ML,1,18.5,23.0,4.5,0.0
775.0,PRET PLUS ANTI-PELLICULAIRE 190 ML,1,11.0,14.0,3.0,0.0
777.0,CHAMPO CADOM 95 ML,3,18.0,24.0,6.0,0.0
778.0,CHAMPO CADOM 95ML,2,12.0,16.0,4.0,0.0
779.0,CHAMPO CADUM 95ML,2,12.0,16.0,4.0,0.0
780.0,CHAMPO CADEM 95ML,2,12.0,16.0,4.0,0.0
781.0,CHAMPO CADEM 95 ML,2,12.0,16.0,4.0,0.0
782.0,CHAMPO CADEM 95ML,1,6.0,8.0,2.0,0.0
783.0,CHAMPO CADEM95L,1,6.0,8.0,2.0,0.0
784.0,CHAMPO CADUM 650ML,1,23.5,28.0,4.5,0.0
786.0,CHAMPO CADUM 650ML,1,23.5,28.0,4.5,0.0
787.0,CHAMPo cadum 650ml,2,47.0,56.0,9.0,0.0
790.0,chAMPO CADUM 650ML ,1,23.5,28.0,4.5,0.0
791.0,CHAMPO CADUM 380ML,2,37.0,46.0,9.0,0.0
795.0,CHAMPO CADOM 380ML,1,18.5,23.0,4.5,0.0
798.0,SIgNAL 75ML,9,81.0,117.0,36.0,0.0
799.0,SIgNAL 50ML,10,62.0,90.0,28.0,0.0
800.0,COLgATE TRIBEL ACTION 125ML,4,44.0,60.0,16.0,0.0
801.0,COLgATE 150ML ,3,40.5,60.0,19.5,0.0
802.0,COLgATE 50ML ,6,36.0,48.0,12.0,0.0
803.0,COLgaTE 25ML,5,15.0,25.0,10.0,0.0
804.0,ORAL B 3D WHITE,2,48.0,70.0,22.0,0.0
805.0,ORAL B 1 2 3,1,16.5,25.0,8.5,0.0
806.0,SENSDyNE RAPIDE 75ML,2,56.0,70.0,14.0,0.0
807.0,SENSODyNE ACTION SENIBILITE 75ML,4,78.0,100.0,22.0,0.0
808.0,SENSODYNE FRACHEEUR 75ML,1,19.5,25.0,5.5,0.0
809.0,SENSODYNE BALNCHEUR 75ML,9,175.5,225.0,49.5,0.0
811.0,SENSODYNE ACTION ANTI TARTRE 75ML,2,39.0,50.0,11.0,0.0
812.0,SENSODYNE COMPLET 75ML,5,97.5,125.0,27.5,0.0
813.0,sensodyne soin Gel friicheur ,1,19.5,25.0,5.5,0.0
814.0,barosa oral B 3d wHite,4,116.0,140.0,24.0,0.0
815.0,oral BJUNIOR 6,1,23.0,35.0,12.0,0.0
816.0,Dabur MISWAK FREE 50G,5,45.0,65.0,20.0,0.0
817.0,Dabur MISWAK FREE 15G,9,27.0,45.0,18.0,0.0
818.0,CLOSEUP MENTHOL FRESH,6,44.4,60.0,15.6,0.0
819.0,CLOSEUP RED HOT,9,66.6,85.0,18.4,0.0
820.0,Aquafresh BLANCHEUR,1,13.0,20.0,7.0,0.0
822.0,BROSA REACH 2PS,1,16.5,24.0,7.5,0.0
823.0,SAVON DOVE LECH DE COCO,5,37.5,45.0,7.5,0.0
824.0,SAVON DOVE CUCUMBER,5,37.5,45.0,7.5,0.0
825.0,SAVON DOVE DEEP MOISTURE,11,82.5,99.0,16.5,0.0
826.0,SAVON DOVE VAINILLA,14,105.0,126.0,21.0,0.0
827.0, HENO PRAVIA GEL DOUCH,1,31.0,38.0,7.0,0.0
828.0,Vaseline original 250,1,29.0,35.0,6.0,0.0
833.0,CERIM NIVEA SOFT 100ml,1,20.5,28.0,7.5,0.0
834.0,CERIM NIVEA SOFT 50ml,3,34.5,45.0,10.5,0.0
835.0,CERIM NIVEA SOFT TOPE 75ml,1,20.5,28.0,7.5,0.0
836.0,NIVEA CREME 150ml,1,21.0,28.0,7.0,0.0
837.0,NIVEA CREME  60ml,5,55.0,75.0,20.0,0.0
838.0,NIVEA CREME 30ml,1,8.0,12.0,4.0,0.0
839.0,Vaseline originl 50ml,3,25.5,30.0,4.5,0.0
842.0,CRIME ATRIX 60mL ,1,11.5,15.0,3.5,0.0
844.0,CRIME KINTA ,10,130.0,150.0,20.0,0.0
845.0,NIVEA LAIT  48h ,1,32.0,40.0,8.0,0.0
846.0,Dove body love 400ml,4,100.0,132.0,32.0,0.0
848.0,johnsons crema liquida 300ml,3,66.0,84.0,18.0,0.0
849.0,Vaseline lait 200ml ,1,23.0,28.0,5.0,0.0
850.0,johnsons zit 100ml,6,84.0,108.0,24.0,0.0
851.0,Vatika zit 50ml,2,12.0,14.0,2.0,0.0
864.0,loreal studio REMIX,2,77.0,96.0,19.0,0.0
867.0,AXE DARK TEMPTATION,1,19.5,25.0,5.5,0.0
869.0,AXE ANARCHY FOR HER,2,39.0,50.0,11.0,0.0
874.0,axe excite,2,39.0,50.0,11.0,0.0
875.0,axe anarchy for him,3,58.5,75.0,16.5,0.0
876.0,NIVEA MEN PROTECT CARE D.N,1,24.0,28.0,4.0,0.0
877.0,NIVEA MEN BLACK WHITE ORIGINL 200ML,1,24.0,28.0,4.0,0.0
878.0,NIVEA MEN FRESH ACTIVE 200ML D.N,2,48.0,56.0,8.0,0.0
880.0,NIVEA Clean protect 200ml d.N,2,48.0,56.0,8.0,0.0
881.0,NIVEA  BLACK & WHITE 200ML D.N,1,24.0,28.0,4.0,0.0
882.0,NIVEA PURE 200ML D.N ,1,24.0,28.0,4.0,0.0
884.0,NIVEA FRESH 200ML D.N,1,24.0,28.0,4.0,0.0
886.0,NIVEA  FRESH FLOWER 200ML D.N,1,24.0,28.0,4.0,0.0
887.0,NIVEA SILKY SMOOTH 200ML D.N,2,48.0,56.0,8.0,0.0
889.0,NARTA IMPECCABLE 200ML ,3,84.0,105.0,21.0,0.0
890.0,NARTA PROTECTION 250ML D.N,4,112.0,140.0,28.0,0.0
891.0,USHUAIA HIBISCUS,1,26.5,33.0,6.5,0.0
896.0,NEVEA MEN FRESH POWER,2,48.0,56.0,8.0,0.0
897.0,NIVEA MEN FRESH OCEAN,1,24.0,28.0,4.0,0.0
898.0,REXONA STRESS CONTROL,1,24.5,30.0,5.5,0.0
899.0,REXONA SHOWER FRESH,1,24.5,30.0,5.5,0.0
900.0,REXONA BIORYTHM,1,24.5,30.0,5.5,0.0
901.0,REXONA SEXY BOUQUET,2,49.0,60.0,11.0,0.0
902.0,REXONA INVISIBL PURE,1,24.5,30.0,5.5,0.0
903.0,REXONA INVISIBLE AQUA,2,49.0,60.0,11.0,0.0
905.0,REXONA QUANTUM DRY,1,24.5,30.0,5.5,0.0
0.0,REXONA COBALT DRY,1,24.5,30.0,5.5,0.0
907.0,REXONA PROTECTION,1,24.5,30.0,5.5,0.0
913.0,STIK GELLETTE COOL WAVE,1,37.0,45.0,8.0,0.0
917.0,STIK OLD SPICE WOLFTHORN,1,29.0,40.0,11.0,0.0
919.0,STIK OLD SPICE WHITEWATRE,1,29.0,40.0,11.0,0.0
921.0,STIK TULIPAN FOR MEN,2,48.0,56.0,8.0,0.0
922.0,NIVEA Clean protect  50 ml S.K ,1,21.0,28.0,7.0,0.0
923.0,NIVEA SILKY SMOOTH 50ML S.K,1,21.0,28.0,7.0,0.0
926.0,NIVEA MEN PROTECT & CARE 50ML,3,63.0,84.0,21.0,0.0
928.0,NIVEA FRESH CHERRY 50mL S.K,1,21.0,28.0,7.0,0.0
933.0,DOVE ORIGINAL SETIK,5,120.0,165.0,45.0,0.0
934.0,DOVE fresh lily SETIK ,5,120.0,165.0,45.0,0.0
935.0,DOVE go fresh SETIK,4,96.0,132.0,36.0,0.0
936.0,DOVE PAROBOL SETIK 50ml,2,48.0,56.0,8.0,0.0
938.0,Sanex pH BALANCE D.N 250mL,1,25.0,35.0,10.0,0.0
939.0,Sanex  natur protect 200ml ,1,23.0,30.0,7.0,0.0
941.0,FA PINK PASSION S.K 50ML,2,24.0,34.0,10.0,0.0
942.0,FA FIJI Dream S.K 50ml,2,24.0,34.0,10.0,0.0
943.0,Carefree 56 ,1,24.0,30.0,6.0,0.0
944.0,Carefree 20,1,14.0,20.0,6.0,0.0
945.0,Johnsons talek 200g,1,16.5,24.0,7.5,0.0
946.0,AIR WIC FLOR 250mL,1,24.0,28.0,4.0,0.0
947.0,AIR WICK FRESCO 250mL ,2,48.0,56.0,8.0,0.0
948.0,AIR WICK VAINILLA 250ML,3,72.0,84.0,12.0,0.0
949.0,AIR WICK SATEN DE SEDA 250ML,1,24.0,28.0,4.0,0.0
950.0,AIR WICK NENUCO 250ML ,3,72.0,84.0,12.0,0.0
951.0,AIR WICK 250ML ,1,24.0,28.0,4.0,0.0
952.0,KOTON JONHNSONS POTIT,2,16.0,20.0,4.0,0.0
953.0,KOTON JOHNSONS KARTON 200BUDS,1,16.0,20.0,4.0,0.0
955.0,ambi pur FRESCOR  45g,2,26.0,34.0,8.0,0.0
956.0,ambi pur AGUA 45G,4,52.0,68.0,16.0,0.0
958.0,ambi pur lavender 55ml,1,11.0,15.0,4.0,0.0
960.0,ambi pur fresh water 55ml ,1,11.0,15.0,4.0,0.0
961.0,ambi pur wild rosse 55ml ,1,11.0,15.0,4.0,0.0
963.0,AJAX PISTOLI ,8,158.4,198.0,39.6,0.0
964.0,AJAX 450ML,2,25.5,32.0,6.5,0.0
966.0,SENTAL SPRAY BRISE DES MONTAGNNES  ,2,39.0,50.0,11.0,0.0
967.0,SENTAL SPRAY LAVODERE ,2,39.0,50.0,11.0,0.0
970.0,HEJER KHEDER ,14,44.33,81.0,36.67,0.0
972.0,BERIKA KABOSSE SERIRA ,3,8.4,18.0,9.6,0.0
973.0,SOLOFAN 1KG,8,280.0,384.0,104.0,0.0
974.0,SOLOFANE 650ML,2,52.0,70.0,18.0,0.0
975.0,SOLOFANE 450G ,1,19.0,24.0,5.0,0.0
976.0,SOLOFAN POTITE ,1,7.0,9.0,2.0,0.0
978.0,FLORE ELIXIR 1.2L 63,1,27.5,35.0,7.5,0.0
979.0,FLOTA LIKID Oceanica 36 ,4,132.0,172.0,40.0,0.0
980.0,FLOTA MARSELLA 36,4,132.0,169.0,37.0,0.0
981.0,FLOTA OCEANICA 50,4,160.0,200.0,40.0,0.0
982.0,ARIEL PODS 40 ,4,472.0,560.0,88.0,0.0
984.0,3ODE CHETABA ,22,132.0,176.0,44.0,0.0
985.0,FINISH QUANTUM 70,2,210.0,280.0,70.0,0.0
986.0,L´ OREAL STUDIO 5 150ML,1,29.0,38.0,9.0,0.0
987.0,FINISH ULTIMATE 42 ,2,152.0,180.0,28.0,0.0
988.0,Parodontax ma3jone ,1,26.0,34.0,8.0,0.0
989.0,parodontax geronde,2,54.0,76.0,22.0,0.0
992.0,GARNIER COLOR 5,2,60.0,70.0,10.0,0.0
993.0,GARNIER COLORE 2.1,1,30.0,35.0,5.0,0.0
994.0,GAREINER COLORE 9.1,2,60.0,70.0,10.0,0.0
995.0,GARNIERE COLORE 4,2,60.0,70.0,10.0,0.0
996.0,GARNIER COLOR 3 ,2,60.0,70.0,10.0,0.0
997.0,GARNIER COLOR 6,2,60.0,70.0,10.0,0.0
999.0,GARNIER COLOR 2,2,60.0,70.0,10.0,0.0
1000.0,SABONE TAOUS 125G ,37,185.0,225.5,40.5,0.0
1001.0,MIA MAXI ,33,247.5,396.0,148.5,0.0
1002.0,Johnsons zit 500ml,5,145.0,175.0,30.0,0.0
1003.0,GOLGATE MAX WHITE ,2,32.0,48.0,16.0,0.0
1004.0,COLGATE MAX FRESH BELOU,1,16.0,24.0,8.0,0.0
1006.0,PANTENE CHAMPO ANTI-CHUTE 400ML,1,26.5,30.0,3.5,0.0
1008.0,PANTENE CHAMPO NOURRISSANT ,2,53.0,60.0,7.0,0.0
1009.0,head & shoulders champ charebon 400ml,2,56.0,64.0,8.0,0.0
1011.0,head % shoulders champo classique 400ml,3,84.0,96.0,12.0,0.0
1012.0,head & shoulders champo anti-chute 400ml,1,28.0,32.0,4.0,0.0
1013.0,head & shoulders champo lisse et soyeus 400ml,1,28.0,32.0,4.0,0.0
1014.0,head & shoulders champo fraicheur menthol,1,28.0,32.0,4.0,0.0
1015.0,head & shoulders soin hydratant  400ml,3,84.0,96.0,12.0,0.0
1018.0,SAN ELIXIR 59 ,1,17.5,25.0,7.5,0.0
1019.0,SAN CELESTE 59,2,35.0,50.0,15.0,0.0
1020.0,SAN SONAR 59,1,17.5,25.0,7.5,0.0
1021.0,SAN VEL VET 59,2,35.0,50.0,15.0,0.0
1022.0,SAN FLORAL 59,2,35.0,50.0,15.0,0.0
1023.0,DOVE GEL DOCH VANILLA 750 ML ,3,93.0,111.0,18.0,0.0
1024.0,DOVE GIL DOCH INDULGING CREAM ,2,62.0,74.0,12.0,0.0
1027.0,SYOSS VOLUMEN CHAMPÜ ,1,24.5,30.0,5.5,0.0
1028.0,DOVE GO FRESH D.N ,2,52.0,60.0,8.0,0.0
1029.0,DOVE CUCUMBER D.N ,4,104.0,120.0,16.0,0.0
1030.0,DOVE APPLE D.N ,1,26.0,30.0,4.0,0.0
1033.0,DOVE COOL FRESH D.N ,1,26.0,30.0,4.0,0.0
1034.0,DOVE MEN CLEAN COMFORT D.N,1,26.0,30.0,4.0,0.0
1036.0,HERBAL ESSENCES GOLDEN,2,57.0,70.0,13.0,0.0
1038.0,HERBAL ESSENCES COFFE FRUIT ,1,28.5,35.0,6.5,0.0
1039.0,HERBAL ESSENCES ARGAN ,4,114.0,140.0,26.0,0.0
1040.0,johnsons zit 300ml,1,24.0,28.0,4.0,0.0
1041.0,BIC MINI ,1,3.07,4.0,0.93,0.0
1042.0,BIC MAXI,1,4.7,6.0,1.3,0.0
1045.0,BIC MEGA ,1,25.5,30.0,4.5,0.0
1047.0,BIC FLEX 3,5,37.85,50.0,12.15,0.0
1048.0,BIC MISS SOLEIL,2,14.8,20.0,5.2,0.0
1049.0,BIC COMFORT 2,11,25.19,38.5,13.31,0.0
1051.0,BIC FILEX 3,3,72.75,90.0,17.25,0.0
1054.0,BIC ASTOR,1,5.0,9.0,4.0,0.0
1055.0,PAMEX PINZA  20PS,10,120.0,150.0,30.0,0.0
1056.0,PAMEX LENOM 24 PS,3,27.0,36.0,9.0,0.0
1057.0,PRINGLES SOUR CREAM ONION,33,607.86,726.0,118.14,0.0
1058.0,PRINGLES ORIGINAL,14,257.88,308.0,50.12,0.0
1059.0,PRINGLES HOT #SPICY,8,147.36,176.0,28.64,0.0
1060.0,TAM 60G,53,492.9,583.0,90.1,0.0
1061.0,MILKA CHOCO BISCUITS,11,204.27,242.0,37.73,0.0
1062.0,FINI ROLLER FRAIS,55,133.1,165.0,31.9,0.0
1063.0,FINI ROLLER PASTIK,49,118.58,147.0,28.42,0.0
1064.0,MAIS JUVER 140G,37,277.5,333.0,55.5,0.0
1065.0,BISCUIT PETIT ,12,171.0,216.0,45.0,0.0
1066.0,MEGA CHOK 500G,13,208.0,260.0,52.0,0.0
1068.0,NESTLE ORIGINAL,5,112.5,130.0,17.5,0.0
1069.0,TAM 400G,11,346.5,418.0,71.5,0.0
1070.0,KNOPPERS,43,161.25,215.0,53.75,0.0
1071.0,MM´S BLEU,10,54.1,70.0,15.9,0.0
1072.0,ROCKLOLLIES,86,133.3,172.0,38.7,0.0
1073.0,SanMiguel ,4,43.32,60.0,16.68,0.0
1074.0,HULALA 1L,4,124.0,152.0,28.0,0.0
1075.0,FRISKIES 300G CHIKEN,2,31.0,36.0,5.0,0.0
1076.0,FRISKIES 300G SAUMON,1,15.5,18.0,2.5,0.0
1077.0,KINDER BUENO WHIT,57,379.62,456.0,76.38,0.0
1078.0,OREO BANADAS 6 PS,1,18.0,22.0,4.0,0.0
1079.0,SNICKERS,59,314.47,413.0,98.53,0.0
1080.0,SKITTLES,8,36.0,48.0,12.0,0.0
1081.0,KINDER JOY ,15,182.7,210.0,27.3,0.0
1082.0,KINDER JOY,15,182.7,210.0,27.3,0.0
1083.0,BOUNTY,18,119.88,144.0,24.12,0.0
1084.0,MENTOS MINT,4,19.6,24.0,4.4,0.0
1085.0,MENTOS FRUIT,6,29.4,36.0,6.6,0.0
1086.0,MENTOS FANTA,16,78.4,96.0,17.6,0.0
1087.0,MENTOS FRUIT MIX,19,93.1,114.0,20.9,0.0
1089.0,LOTUS VANILLA FLAVOUR,2,41.1,50.0,8.9,0.0
1090.0,LOR 20 CAPSULES N12,9,495.0,585.0,90.0,0.0
1091.0,LOR 20 APSULES N10,17,935.0,0.0,170.0,0.0
1092.0,LOR 20 CAPSULES N11,5,275.0,325.0,50.0,0.0
1093.0,LOTUS BISCOFF 125G,17,221.0,255.0,34.0,0.0
1095.0,LINDT 85% CACAO,17,374.0,442.0,68.0,0.0
1096.0,DARK NEGRO 72%,23,253.0,345.0,92.0,0.0
1097.0,MEGA DUO 500G,21,346.5,420.0,73.5,0.0
1098.0,HULALA PER CUCINARE 500G,13,240.5,286.0,45.5,0.0
1099.0,CREM FRAICH NTA VEGETAL,138,0.0,0.0,268.4,0.0
1100.0,ROSTOY JUS 200 ML,27,174.99,216.0,41.01,0.0
1101.0,MARIYA DORODA,83,435.75,498.0,62.25,0.0
1102.0,LAVAZZA CAFE 250G,4,104.2,132.0,27.8,0.0
1104.0,BEROSSA ORAL B BRILLO BRILLANTE ,2,35.0,56.0,21.0,0.0
1105.0,BEROSSA DOKETOURE ,4,18.0,40.0,22.0,0.0
1106.0,TRIDENT SPARMINT,31,118.73,155.0,36.27,0.0
1107.0,TRIDENT STRAWBERRY,19,72.77,95.0,22.23,0.0
1108.0,TRIDENT PEPPERMINT,28,107.24,140.0,32.76,0.0
1109.0,KITKAT DARK,12,72.48,96.0,23.52,0.0
1110.0,MARS 51G,22,117.26,154.0,36.74,0.0
1111.0,PIPAS EL INDIO 90G,26,119.08,182.0,62.92,0.0
1112.0,ROCKSTAR JUICED 500 ML,2,29.16,40.0,10.84,0.0
1113.0,ROCKSTAR PUNCHED 500 ML,1,14.58,20.0,5.42,0.0
1114.0,ROCKSTAR GUAYABA 500 ML,2,29.16,40.0,10.84,0.0
